date_time	delta	theta	low_alpha	high_alpha	low_beta	high_beta	low_gamma	mid_gamma	
16.10.2017_4.43.2	140113	58046	16049	26064	18713	21568	3948	204702	35
16.10.2017_4.43.3	131121	20769	1037	4088	1461	1570	424	12442	51
16.10.2017_4.43.4	1740402	325662	140778	105293	37054	14326	12690	114369	56
16.10.2017_4.43.5	126622	7901	7847	3426	6099	3998	5744	8381	54
16.10.2017_4.43.6	1818157	168460	107743	10791	42458	30516	20399	40443	57
16.10.2017_4.43.7	762861	109852	19252	7777	8278	5998	5771	39295	53
16.10.2017_4.43.8	1140303	13235	15636	2688	5086	4097	760	43356	48
16.10.2017_4.43.9	1258617	40077	10889	6764	9372	10010	6846	119002	63
16.10.2017_4.43.10	1446203	24416	7284	7704	11565	5393	5436	21083	61
16.10.2017_4.43.11	1960107	582734	36281	28084	41998	25681	42346	41534	63
16.10.2017_4.43.12	1577592	236584	78233	46085	43112	53277	13123	135437	63
16.10.2017_4.43.13	314782	803294	94522	101453	60555	59595	30632	50285	64
16.10.2017_4.43.14	1513251	67072	7668	22966	10757	6878	5298	38301	54
16.10.2017_4.43.15	1071142	110356	26598	7887	9605	5723	6946	52201	50
16.10.2017_4.43.16	156833	27180	10272	3762	5775	9813	1224	13633	50
16.10.2017_4.43.17	1867821	70235	33399	15038	9038	5688	4262	62394	53
16.10.2017_4.43.18	157827	6427	5591	4459	5078	819	828	9477	51
16.10.2017_4.43.19	1761476	128282	28416	58487	6668	9566	6714	120799	47
16.10.2017_4.43.20	546450	384807	52670	20855	20468	13879	1716	238556	48
16.10.2017_4.43.21	1965988	436673	92373	33107	70553	24329	6849	574648	29
16.10.2017_4.43.22	3016701	425179	4107	77030	13291	21374	2638	254430	27
16.10.2017_4.43.23	1768616	403869	221458	70671	60912	56527	5092	769037	27
16.10.2017_4.43.24	1666106	411597	163027	79633	98857	30784	12188	445248	34
16.10.2017_4.43.25	242922	281630	73038	5976	19876	16843	3224	186993	38
16.10.2017_4.43.26	1756703	37680	15607	12410	16251	7366	2175	31778	40
16.10.2017_4.43.27	1567682	250121	32239	22229	15754	8914	4782	162745	48
16.10.2017_4.43.28	697543	135779	36882	22227	27492	4616	5159	149568	40
16.10.2017_4.43.29	502208	45400	3441	15871	2738	2476	837	46250	34
16.10.2017_4.43.30	1211419	129035	12205	26809	11201	3056	1030	47915	30
16.10.2017_4.43.31	985298	37511	2546	19248	4628	8131	1112	58333	14
16.10.2017_4.43.32	2155744	120495	52767	30365	25909	13972	3802	280608	27
16.10.2017_4.43.33	1197504	228483	16173	53353	41475	118215	2834	419945	37
16.10.2017_4.43.34	1189858	344496	44237	4020	5233	135077	3973	565793	57
16.10.2017_4.43.35	1015148	271145	16799	14260	19796	13139	24154	221967	87
16.10.2017_4.43.36	1284268	138479	60103	33301	69439	21285	8343	153146	75
16.10.2017_4.43.37	676066	47993	6173	3878	2650	2675	3872	31340	77
16.10.2017_4.43.38	655557	258643	38815	8086	15630	20692	4126	113294	57
16.10.2017_4.43.39	1600543	182281	7428	21914	11915	15985	2575	296098	41
16.10.2017_4.43.40	1730517	879388	70144	11118	17485	28398	6585	275112	48
16.10.2017_4.43.41	1542030	49666	65406	54148	7336	12888	1165	303060	38
16.10.2017_4.43.42	761347	777527	96008	10220	7895	202257	5120	605020	43
16.10.2017_4.43.43	552754	174765	23045	110624	30398	24414	4851	119272	53
16.10.2017_4.43.44	2253191	191342	46247	114288	105417	20230	17623	414691	53
16.10.2017_4.43.45	247701	57750	83987	15054	16340	19801	5466	99578	57
16.10.2017_4.43.45	109468	6804	7085	6106	3251	1877	1032	28388	63
16.10.2017_4.43.46	398271	94994	19628	10320	3388	2136	1079	40664	56
16.10.2017_4.43.47	528155	76040	18429	8512	15083	4159	1630	115972	43
16.10.2017_4.43.48	694034	51134	6495	3649	5981	1534	536	25374	40
16.10.2017_4.43.49	762402	114710	8310	38593	16577	6068	3586	152829	26
16.10.2017_4.43.50	276496	42860	16220	4987	5542	5043	861	35251	17
16.10.2017_4.43.51	363706	156419	31503	19763	27638	8303	5453	480320	29
16.10.2017_4.43.52	686102	51163	20314	4413	16415	12898	1001	151088	29
16.10.2017_4.43.53	775402	60979	12147	15728	7139	7987	1024	132612	48
16.10.2017_4.43.54	171332	88479	6577	575	2628	3504	1085	133148	56
16.10.2017_4.43.55	426210	107532	28919	15737	6040	3827	2567	535919	50
16.10.2017_4.43.56	141552	8455	1523	7703	2342	1051	618	38994	44
16.10.2017_4.43.57	1735059	27093	3530	14038	3691	2917	2044	158136	37
16.10.2017_4.43.58	934089	66963	10360	10594	15554	11368	2970	156584	34
16.10.2017_4.43.59	901387	352321	110637	81590	25976	10981	5974	525133	44
16.10.2017_4.44.0	675489	17356	9964	8448	4325	5658	1088	37328	43
16.10.2017_4.44.1	659744	102740	1751	10445	8709	4645	949	146113	51
16.10.2017_4.44.2	1724080	47461	4569	20620	4823	4038	712	143991	47
16.10.2017_4.44.3	387496	41000	6984	16281	6031	2698	728	171430	38
16.10.2017_4.44.4	1105649	77909	17968	1290	8325	4125	4138	162787	44
16.10.2017_4.44.5	2434895	54827	20893	20362	11487	3282	1665	156832	35
16.10.2017_4.44.6	474626	58238	5247	8497	7393	4308	1735	141490	34
16.10.2017_4.44.7	173515	14060	13436	455	1363	1112	563	36356	34
16.10.2017_4.44.8	610220	55941	19579	12514	5971	2519	1920	137663	34
16.10.2017_4.44.9	603793	336467	30970	7841	23280	6413	4234	687863	29
16.10.2017_4.44.10	2420881	289462	97129	44687	36565	19627	10962	629565	23
16.10.2017_4.44.11	1164140	238547	230837	42903	37341	30311	5650	613832	20
16.10.2017_4.44.12	83665	10719	15123	1738	4250	1306	281	34792	23
16.10.2017_4.44.13	413543	59226	18463	16759	12037	11530	2643	491919	27
16.10.2017_4.44.14	876304	211385	9955	3870	14102	3763	7623	371887	44
16.10.2017_4.44.15	486523	149585	26938	4886	13694	4577	2012	76417	37
16.10.2017_4.44.16	220842	67563	26009	15821	8864	4646	1801	133508	27
16.10.2017_4.44.17	278218	44226	9737	45647	10484	4474	2389	157194	27
16.10.2017_4.44.18	1462794	484909	18225	28308	36085	23826	3780	413719	17
16.10.2017_4.44.19	862608	625323	389984	81557	17063	347885	21747	1918535	26
16.10.2017_4.44.20	984675	539158	44559	17906	22450	30309	4529	349366	48
16.10.2017_4.44.21	165085	64865	20360	10243	1987	4383	1053	73351	50
16.10.2017_4.44.22	1473606	344679	156175	72526	29844	84462	20472	719165	50
16.10.2017_4.44.23	2013373	764085	257183	111098	20066	34700	34234	649311	61
16.10.2017_4.44.24	1073495	746653	472539	217837	18142	123125	20922	863794	41
16.10.2017_4.44.25	1172692	1036405	425163	57134	42031	100111	31624	793536	48
16.10.2017_4.44.26	1323530	522644	149358	67901	63022	79632	17410	582868	51
16.10.2017_4.44.27	126253	258381	25506	25058	7788	24571	9692	150386	48
16.10.2017_4.44.28	272201	43410	18653	6609	11638	31121	5530	160398	56
16.10.2017_4.44.29	868807	48628	34421	15874	11022	12850	5628	162227	69
16.10.2017_4.44.30	93320	14755	17149	7762	2101	6385	632	36979	75
16.10.2017_4.44.31	95998	19272	6206	3623	3596	1998	1150	31718	78
16.10.2017_4.44.32	177083	31277	54303	13272	10287	17374	6527	136089	78
16.10.2017_4.44.33	124803	67736	28472	24195	4606	8632	4168	140051	69
16.10.2017_4.44.34	39166	2359	3430	1779	3262	3167	1782	29667	64
16.10.2017_4.44.35	1436643	354359	67597	2253	13830	145679	1735	836452	74
16.10.2017_4.44.36	549472	190179	18718	39358	7024	86077	3647	393311	88
16.10.2017_4.44.37	848573	574775	327963	26805	15620	305178	5606	1275183	93
16.10.2017_4.44.38	558501	428097	64864	132051	4514	181558	4757	694450	100
16.10.2017_4.44.39	699234	1108909	30882	154358	4976	169690	7712	687426	100
16.10.2017_4.44.40	361628	656617	40527	251160	13519	184659	3612	737695	94
16.10.2017_4.44.41	67442	151675	1891	48756	4192	52051	1403	177106	91
16.10.2017_4.44.42	370737	146423	4719	64807	1680	50805	1876	176933	91
16.10.2017_4.44.43	273680	673787	18506	177667	5831	155718	7279	703511	91
16.10.2017_4.44.44	38530	248240	1932	36742	1952	53393	712	186981	84
16.10.2017_4.44.45	1022676	243904	39281	29559	3794	158441	4113	547717	81
16.10.2017_4.44.46	149362	78461	3760	30732	613	36494	1409	128311	93
16.10.2017_4.44.47	563061	669774	21469	173483	6713	128598	4948	537534	97
16.10.2017_4.44.48	579723	1752028	155845	349938	20164	558479	7984	337716	96
16.10.2017_4.44.49	1647154	164543	6307	93236	3046	182426	2384	556845	97
16.10.2017_4.44.50	295552	231880	13977	25244	1604	71340	1374	314429	100
16.10.2017_4.44.51	1131119	227993	292636	145977	11962	326109	8782	1440504	97
16.10.2017_4.44.52	688840	217305	68693	7110	3626	44019	2464	361219	100
16.10.2017_4.44.53	29981	35997	12180	3767	2644	10936	372	86645	100
16.10.2017_4.44.54	894999	563988	35435	116726	5217	112450	2293	526543	91
16.10.2017_4.44.55	1248356	1388885	296668	112388	16205	469289	12559	1951884	88
16.10.2017_4.44.56	614715	109600	29162	119919	5030	97578	1249	469642	81
16.10.2017_4.44.57	2070331	864058	294979	22669	10734	512858	21008	2064979	90
16.10.2017_4.44.58	495732	202079	174508	16980	12007	154443	2864	583413	96
16.10.2017_4.44.59	154198	247816	28788	137727	8594	144997	2463	557793	100
16.10.2017_4.45.0	700055	43548	17488	5588	1259	36324	860	159109	100
16.10.2017_4.45.1	612892	978979	57000	69277	8138	138610	6318	768870	100
16.10.2017_4.45.2	1540145	443749	58719	188658	8915	199953	2177	890915	100
16.10.2017_4.45.3	403078	1260399	51664	165004	8907	249688	10002	1063842	100
16.10.2017_4.45.4	419248	70362	983	59930	609	55150	526	210176	100
16.10.2017_4.45.5	193893	551389	126138	91336	8183	168094	2293	727484	100
16.10.2017_4.45.6	566351	497513	45122	77132	5710	68719	5789	620143	100
16.10.2017_4.45.7	1710863	895325	73490	270986	60489	88113	21291	1006443	90
16.10.2017_4.45.8	1913214	538484	128997	15355	74564	150728	14894	813479	75
16.10.2017_4.45.9	519832	449492	217917	18367	11192	122446	5259	650673	66
16.10.2017_4.45.10	318694	92943	2966	35498	1192	40620	789	132306	69
16.10.2017_4.45.11	13994	163658	4072	39740	1348	48975	1421	177769	78
16.10.2017_4.45.12	27750	150281	13893	33563	2769	33100	692	173972	90
16.10.2017_4.45.13	134060	29798	44230	4674	1855	30980	1406	180075	87
16.10.2017_4.45.14	761590	183877	130305	43539	5525	157943	3049	688361	94
16.10.2017_4.45.15	284509	583848	19817	197808	10250	174113	3515	754168	100
16.10.2017_4.45.16	975195	673360	444900	143723	51394	259333	12228	1803287	100
16.10.2017_4.45.17	853163	76119	7696	79663	1086	127440	2707	447946	100
16.10.2017_4.45.18	257342	251910	134683	8976	6566	112712	3004	470862	100
16.10.2017_4.45.19	1803502	708779	114172	45638	31741	213631	4001	1655488	100
16.10.2017_4.45.20	310445	404936	55790	22549	7804	87129	2281	404076	100
16.10.2017_4.45.21	178818	145098	72512	22742	6240	56582	1667	434666	97
16.10.2017_4.45.22	897242	1305174	194235	37837	24751	169721	10786	1600851	87
16.10.2017_4.45.23	1208255	1650492	197857	109537	27377	244868	4166	1504034	80
16.10.2017_4.45.24	435475	250782	67433	21970	3238	62987	1809	483123	74
16.10.2017_4.45.25	576315	282416	81711	55159	6452	148484	2968	723506	74
16.10.2017_4.45.26	933461	138807	89449	127561	2764	174749	2374	716152	78
16.10.2017_4.45.27	2140070	506692	275395	269044	12566	320859	4566	1557832	91
16.10.2017_4.45.28	492290	160799	115428	34831	19626	52926	5258	593108	97
16.10.2017_4.45.29	322908	135502	26538	39688	4817	32228	845	218667	96
16.10.2017_4.45.30	808750	24420	269	3358	1617	1152	263	34557	90
16.10.2017_4.45.31	3139924	537970	51340	92593	29171	23655	3294	167434	66
16.10.2017_4.45.32	128288	19292	12803	4824	4226	1361	1232	50449	48
16.10.2017_4.45.33	644903	105526	44414	79337	11773	4339	6204	231983	34
16.10.2017_4.45.34	1211707	44879	12750	15576	13977	4190	2891	245618	13
16.10.2017_4.45.35	407910	78053	19133	4212	8326	2362	823	63844	16
16.10.2017_4.45.36	251139	81833	7557	18321	9415	11710	1106	229089	14
16.10.2017_4.45.37	893352	15630	2458	11423	3147	4071	811	60471	24
16.10.2017_4.45.38	1342860	538708	95895	134370	45409	40043	15259	1284482	41
16.10.2017_4.45.39	46495	129205	11864	14278	4323	29412	1276	219758	40
16.10.2017_4.45.40	1692721	468508	171089	24680	16655	129602	4140	730251	60
16.10.2017_4.45.41	445238	65356	32264	11981	6401	24683	1156	192207	64
16.10.2017_4.45.42	87231	8873	7511	1118	2229	2657	1221	39731	69
16.10.2017_4.45.43	864363	513189	92277	56975	11189	124862	5923	567904	80
16.10.2017_4.45.44	3402973	523794	75492	63239	11247	183918	17679	1066989	80
16.10.2017_4.45.45	2097487	834005	101143	25382	27758	172048	16123	1039928	83
16.10.2017_4.45.46	348953	197848	21645	20447	12967	9096	2371	253788	80
16.10.2017_4.45.47	75017	107061	52697	13590	1517	38225	3903	180096	67
16.10.2017_4.45.48	214548	11190	7407	26203	8626	4921	915	148136	69
16.10.2017_4.45.49	1568513	121665	63042	25247	25055	41219	2517	499812	61
16.10.2017_4.45.50	33802	3960	1495	1526	680	1586	231	34168	63
16.10.2017_4.45.51	1225532	89102	12719	14861	1185	8655	637	128421	80
16.10.2017_4.45.52	293290	36586	10099	6157	4093	11552	749	119628	69
16.10.2017_4.45.53	1003261	121276	52409	52942	14676	32353	5733	470457	77
16.10.2017_4.45.54	233862	12162	13613	5895	3104	12062	350	120136	74
16.10.2017_4.45.55	126976	76275	6233	6347	5168	13558	753	138607	77
16.10.2017_4.45.56	572726	57168	28003	7254	1461	7287	226	132124	83
16.10.2017_4.45.57	565681	65077	24539	57104	15794	27777	2064	573607	75
16.10.2017_4.45.58	104475	73105	23406	5267	805	15396	967	140696	77
16.10.2017_4.45.59	131597	11924	20934	2576	2667	17600	841	165988	69
16.10.2017_4.46.0	156732	148925	58162	7805	2682	23546	3066	220226	80
16.10.2017_4.46.1	115462	51668	13009	5196	3324	2764	1987	77428	81
16.10.2017_4.46.2	608806	77539	52985	10397	11784	29438	1299	227792	66
16.10.2017_4.46.3	885226	104922	105914	21594	12436	29191	489	551633	69
16.10.2017_4.46.4	396175	188921	83735	25093	7287	57518	2927	538677	56
16.10.2017_4.46.5	412296	144075	100876	23621	4939	40629	8495	584325	61
16.10.2017_4.46.6	121036	43573	13481	2817	2467	19576	1165	143093	75
16.10.2017_4.46.7	51573	119261	22008	3918	5071	15590	412	141501	78
16.10.2017_4.46.8	259926	15324	15869	4067	3506	15151	485	147236	77
16.10.2017_4.46.9	272701	21192	9355	3016	1061	10626	467	132041	84
16.10.2017_4.46.10	1498222	181125	50389	103160	18212	15965	3693	461705	91
16.10.2017_4.46.11	131306	44199	19935	8816	4245	13553	530	128116	74
16.10.2017_4.46.12	229243	41883	31980	12106	4237	8049	734	118817	78
16.10.2017_4.46.13	57298	16708	1742	2216	1233	1657	297	30410	64
16.10.2017_4.46.14	64720	37996	7205	1611	3473	6751	921	113809	53
16.10.2017_4.46.15	430997	43494	3401	17241	3726	7876	1297	117246	63
16.10.2017_4.46.16	878012	130742	90849	29839	36729	17515	4012	463083	57
16.10.2017_4.46.17	818208	37122	41302	20231	2203	9372	758	135131	56
16.10.2017_4.46.18	985536	1210887	34318	60711	58927	35409	17904	1009302	57
16.10.2017_4.46.19	123947	27213	16950	11857	2812	1828	556	68092	43
16.10.2017_4.46.20	55987	229367	21880	18475	17472	12991	2278	192837	29
16.10.2017_4.46.21	302026	185193	58507	1612	16067	11936	3933	208241	26
16.10.2017_4.46.22	96794	35051	9826	5107	5253	2174	780	57877	20
16.10.2017_4.46.23	172301	10824	3275	828	1842	688	359	21494	24
16.10.2017_4.46.24	1537612	870623	182370	70797	138715	48462	38886	990870	26
16.10.2017_4.46.25	1064626	188418	45638	6366	21482	8507	2244	298120	26
16.10.2017_4.46.26	1575536	204979	52634	27438	21310	32630	4138	360656	23
16.10.2017_4.46.27	1160464	16658	36881	7614	36395	9390	2015	257222	30
16.10.2017_4.46.28	1160892	259480	39378	19635	38159	10357	8189	335915	44
16.10.2017_4.46.29	584626	73233	26034	11950	11473	10317	8666	81163	43
16.10.2017_4.46.30	2270771	438035	53259	32654	65761	64221	9350	698820	51
16.10.2017_4.46.31	509408	45974	3921	1438	1675	1653	358	41554	51
16.10.2017_4.46.32	2401726	757476	126776	92717	29053	19931	9397	593367	37
16.10.2017_4.46.33	1147614	124712	17276	90372	18597	8461	2805	308402	30
16.10.2017_4.46.34	223914	22849	2324	6048	8565	1642	1042	65150	23
16.10.2017_4.46.35	1499771	24203	3949	10307	5254	6419	681	106098	14
16.10.2017_4.46.36	870281	154739	76291	53949	11493	26643	4113	314147	29
16.10.2017_4.46.37	269710	135387	72933	37785	23108	13150	2334	368894	44
16.10.2017_4.46.38	1194224	35268	6584	6235	5964	5513	512	111863	47
16.10.2017_4.46.39	281842	78042	10933	9772	10510	5803	889	107252	54
16.10.2017_4.46.40	2041094	108660	29916	37069	7549	40618	3706	384957	44
16.10.2017_4.46.41	40964	94080	53841	6099	1742	13173	1161	132287	53
16.10.2017_4.46.42	33282	19331	7348	5153	2720	649	103	19716	57
16.10.2017_4.46.43	737813	179414	4543	4630	10812	12493	1131	100491	43
16.10.2017_4.46.44	686991	311338	41396	30287	46095	10282	1524	363188	44
16.10.2017_4.46.45	1404680	144037	73894	63269	58451	18217	1384	359194	24
16.10.2017_4.46.46	310295	784	787	1682	2383	636	266	20228	21
16.10.2017_4.46.47	760124	48091	42498	56577	11989	6739	1847	323431	43
16.10.2017_4.46.48	608340	46323	58622	15584	14727	9662	1913	319421	40
16.10.2017_4.46.49	175703	59427	5680	3454	7142	2403	502	71982	50
16.10.2017_4.46.50	627764	88972	15253	35469	10876	3932	3302	244992	43
16.10.2017_4.46.51	658223	63048	6131	14407	9662	6206	2448	279366	26
16.10.2017_4.46.52	140101	35170	7166	992	5740	12832	820	74227	29
16.10.2017_4.46.53	2518774	42848	15326	12988	14204	10692	3821	299238	41
16.10.2017_4.46.54	1591755	199544	50071	29164	8303	18082	2839	353084	54
16.10.2017_4.46.55	1451792	68820	51547	41015	7597	22303	8068	373112	63
16.10.2017_4.46.56	358079	55675	73446	44286	14416	18378	6142	240454	67
16.10.2017_4.46.57	1008345	954362	191865	35366	67137	235928	28711	1208937	57
16.10.2017_4.46.58	73786	12198	2178	9323	2842	3200	576	65655	61
16.10.2017_4.46.58	239900	62141	4236	13919	5950	8254	3711	122508	67
16.10.2017_4.46.59	727799	184114	12599	45091	68460	38778	16717	334387	66
16.10.2017_4.47.0	370152	65816	3066	11818	17981	12226	5945	80120	70
16.10.2017_4.47.2	692199	44498	30268	6547	16230	10050	4416	6364	67
16.10.2017_4.47.3	826461	92637	37695	15458	29568	15908	20903	19457	67
16.10.2017_4.47.3	1081356	29021	19512	7046	11079	3215	3868	5801	66
16.10.2017_4.47.5	122681	51141	13349	43535	14139	11407	8647	11772	66
16.10.2017_4.47.5	1701499	153830	252313	156714	204051	140480	81658	273589	66
16.10.2017_4.47.6	1229317	185026	37834	43571	41981	23353	10737	111891	75
16.10.2017_4.47.7	2150235	224948	29548	22043	5825	3961	1709	118494	67
16.10.2017_4.47.8	1813864	885927	191578	88664	59966	40425	14410	506616	47
16.10.2017_4.47.9	754686	79033	7399	24583	14645	8088	11608	98133	35
16.10.2017_4.47.11	31909	12596	1856	2374	3419	3187	689	32697	23
16.10.2017_4.47.11	130695	10364	3467	3049	605	2086	764	38984	30
16.10.2017_4.47.12	494142	82385	18911	7527	5011	13632	2517	115266	51
16.10.2017_4.47.13	45096	5510	194	2117	2421	495	174	13186	63
16.10.2017_4.47.14	1074663	108512	4930	5461	4650	6137	2213	81583	61
16.10.2017_4.47.15	417266	178135	27812	41829	36777	11493	16331	402852	50
16.10.2017_4.47.16	164991	52484	6361	9337	8703	8919	1482	131991	40
16.10.2017_4.47.17	806450	279707	54377	54522	41385	29969	6345	476513	40
16.10.2017_4.47.18	243648	88101	28744	12790	3452	9759	1171	126620	41
16.10.2017_4.47.19	1266025	524389	56181	54706	67357	16081	8397	450897	47
16.10.2017_4.47.20	1138453	202596	45593	57912	32783	9105	6128	343003	41
16.10.2017_4.47.21	723714	211308	37955	6651	23739	6318	2565	136028	27
16.10.2017_4.47.22	789610	289555	32649	42968	19097	38483	11088	482621	16
16.10.2017_4.47.23	1827040	44546	36625	10612	5740	5710	2032	134268	20
16.10.2017_4.47.24	2289888	2097119	291143	371630	371070	139877	94173	418400	27
16.10.2017_4.47.25	239525	82827	9666	26148	12972	11250	9588	62795	27
16.10.2017_4.47.26	623574	34065	66228	1445	21267	5475	4181	64793	38
16.10.2017_4.47.27	1019358	307372	110259	18330	26769	21932	26319	271607	44
16.10.2017_4.47.28	1917355	1654378	441043	274911	227692	109728	45631	112188	38
16.10.2017_4.47.29	516790	836905	19312	119675	12914	13014	9876	76394	38
16.10.2017_4.47.30	1719367	339567	75719	99717	97187	46704	33464	313108	23
16.10.2017_4.47.31	428196	169512	27231	98921	40314	12994	14049	139795	23
16.10.2017_4.47.32	640652	447031	142344	34686	13672	12045	12683	213594	21
16.10.2017_4.47.33	1140097	48247	19392	41827	15950	11049	10251	109975	11
16.10.2017_4.47.34	551063	40832	10272	12835	3799	7633	1702	102422	29
16.10.2017_4.47.35	1249011	245176	34763	87899	31498	23127	5223	296000	34
16.10.2017_4.47.36	76431	38300	5876	3595	1552	1206	464	21581	37
16.10.2017_4.47.37	353796	11316	13032	23986	12650	2878	1691	60078	40
16.10.2017_4.47.38	1075796	228552	13930	12074	31902	13582	5968	215179	37
16.10.2017_4.47.39	826139	82082	36542	7431	12717	8300	734	87834	29
16.10.2017_4.47.40	646600	28581	12827	6573	5703	2354	443	30721	29
16.10.2017_4.47.41	662778	14938	8671	4953	2210	1348	425	51978	37
16.10.2017_4.47.42	193039	123300	19848	8217	11377	9674	9268	590001	35
16.10.2017_4.47.43	55143	10498	2538	1489	1282	1190	822	32292	37
16.10.2017_4.47.44	1007852	31324	36933	39541	23774	11695	3504	192308	38
16.10.2017_4.47.45	912022	53774	11763	33226	14016	20966	2916	119993	43
16.10.2017_4.47.46	788819	143251	9135	76877	3120	29619	1867	93460	57
16.10.2017_4.47.47	1972691	398884	55720	59913	9301	41701	5879	234794	57
16.10.2017_4.47.48	207079	151898	12569	84290	2700	44314	1789	210840	57
16.10.2017_4.47.49	1332614	437064	65779	169176	5930	203095	7970	755637	57
16.10.2017_4.47.50	178546	22598	11447	3964	7127	28815	908	103214	57
16.10.2017_4.47.51	2418241	920427	61605	247252	9842	328762	7992	1031325	81
16.10.2017_4.47.52	834354	155427	118832	5106	6803	38810	1596	247685	91
16.10.2017_4.47.53	588812	109646	7872	21646	9611	37535	3467	216054	94
16.10.2017_4.47.54	1249949	561752	121695	32212	43843	105508	5611	961558	96
16.10.2017_4.47.55	1711702	909661	74970	320019	21175	231505	5612	1225844	81
16.10.2017_4.47.56	2202106	665316	50079	196457	28448	90705	4791	865365	78
16.10.2017_4.47.57	1597957	702229	210375	114668	97342	139756	14788	902063	75
16.10.2017_4.47.58	567363	337020	138240	38552	22748	95601	4845	838463	69
16.10.2017_4.47.59	1149068	666758	207062	28190	38648	127150	9270	682776	70
16.10.2017_4.48.0	1278945	598821	140612	280111	217255	265944	105169	136573	67
16.10.2017_4.48.1	493027	359973	143890	172584	192275	396736	102032	262813	67
16.10.2017_4.48.2	668889	325389	157973	309364	118571	457913	166688	86608	67
16.10.2017_4.48.3	1335640	619353	976576	443888	300880	907320	1254066	2059585	67
16.10.2017_4.48.4	313395	913867	157272	438833	98482	246161	184190	1042336	67
16.10.2017_4.48.5	697880	458788	21013	377214	155727	537139	216289	317375	67
